Region,Districts,TA,EPA,Constituency,GVH,Village,Organisation_Name,Organisation_status,NYCOM_Affiliate,Total_Males_staff,Total_Females_Staff,Focus_AREA,Focus_AREA_Economic,Focus_AREA_Climate_Change,Focus_AREA_Education,Focus_AREA_Health,Focus_AREA_Gender_SocialProtection,Focus_AREA_Agriculture,Focus_AREA_Governance,Economic,Economic_Small_scale_Mining,Economic_MSMEs,Economic_Group_Economies,Economic_IGAs,Economic_Financial_literacy,Economic_Energy,Economic_Transport,Economic_Creative_Industries,Economic_Digital_Skills,Economic_Tourism,Climate_Change,Climate_Change_Environment,Climate_Change_Climatechange_mit,Climate_Change_ClimateJustice_advocacy,Climate_Change_Climatechang_adapt,Climate_Change_Capacitybuilding_training,Climate_Change_Research_innovation,Education,Education_ECD_CBCC,Education_Literacy_language,Education_IEC_Media,Education_VocationalskillsTraining,Education_Arts_craft,Education_Leadership,Education_Cultural_values,Education_Library_service,Education_ICT,Education_Guidance_councelling,Education_STEAM,Education_Foundational_Learning,Education_Inclusive_Education,Education_Schoolhealth_nutrition,Education_Schoolleadership_mangnt,Education_Bursaries_Scholars,Education_Adult_Literacy,Education_Functional_Literacy,Education_Advocacy,Health,Health_HIV_AIDS_STIs,Health_CSEoutofschool,Health_SRHR_Fistula,Health_SRHR_YFHS,Health_SRHR_Familyplanning,Health_Humanitarian_response,Health_Access_SRHR_Vulnerablegrps,Health_Maternal_Health,Health_Peer_Education,Health_SubstanceUse_Abuse,Health_SocialBehaviourChange,Health_MentalHealth,Health_PplLivngwithHIV,Health_WASH,Health_Advocacy,Gender_socialP,Gender_socialP_Gender_equality,Gender_socialP_children_rights,Gender_socialP_Women_girlsEmpowerment,Gender_socialP_Women_rights,Gender_socialP_child_protection,Gender_socialP_youth_childdev,Gender_socialP_Behavior_change,Gender_socialP_Elderly_care,Gender_socialP_Guidance_councelling,Gender_socialP_Resource_centres,Gender_socialP_Orphan_Care,Gender_socialP_Advocacy_policyAdvocacy,Gender_socialP_GBV,Gender_socialP_Adult_literacy,Gender_socialP_Communityskilldev,Gender_socialP_EndingChildMarriages,Gender_socialP_Trad_CulturalPractices,Gender_socialP_TraffickingPersonsPrevention,Gender_socialP_Communitypolicing,Governance,Governance_PoliticalParticipation,Governance_CivicParticipation,Governance_Advocacy_Lobbying,Governance_DemocracyPromotion,Governance_HumanRightsPromotion,Governance_Networking,Governance_Leadership,Agriculture,Agriculture_AgricProd_Productivity,Agriculture_Food_NutritionSecurity,Agriculture_Agribusiness,Agriculture_Sustainabledev,Agriculture_AgricResearch_Innovation,Agriculture_Advocacy,Mission_Statement,Vision,Total_Male Beneficiaries,TotalFem_Beneficiaries,Males_withdisabillity,Females_withdisabillity,Males_disclosedHIVstatus,Females_disclosedHIVstatus,Board_Meeting,Executive_Meeting,Organisation_Meeting,IGA_Activity,Areas_ofimprovement,Areas_ofimprovement_Health,Areas_ofimprovement_leadership,Areas_ofimprovement_Entrepreneurship,Areas_ofimprovement_M_E,Areas_ofimprovement_ICT,Areas_ofimprovement_Vocational,Areas_ofimprovement_Finance,Areas_ofimprovement_Administration,Areas_ofimprovement_Communication,Areas_ofimprovement_Procurement,MRA_Reg_Cert,Ngora_Reg_Cert,Congoma_Reg_Cert,Registrageneral_Reg_Cert,Youthcoop_Reg_Cert,MBS_Reg_Cert,MSME_Reg_Cert,Challenges,Challenges_Access_to_Land,Challenges_Finances,Challenges_Capacity_Building,Challenges_Lack_Systems,Challenges_Regulatorybody_registration,Challenges_ResourseMobilisationTechiniques,Challenges_Markets,Challenges_Networking_Partnership_building,Challenges_Leadership,Latitude,Longitude,Altitude,Accuracy
Central,Dowa,TA Chakhaza,Bowe,Dowa north,Chikhobwe,Chikhobwe,Chikhobwe Arts YOUTH organisation (CAYC),Active,No,117,132,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs,0,0,1,1,0,0,0,0,0,0,Environment Climatechange_mit Climatechang_adapt Capacitybuilding&training,1,1,0,1,1,0,ECD&CBCC Cultural_values Inclusive_Education Bursaries_Scholars Advocacy,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health SubstanceUse&Abuse Advocacy",1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,Gender_equality children_rights Women&girlsEmpowerment child_protection youth&childdev GBV EndingChildMarriages Communitypolicing,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,PoliticalParticipation CivicParticipation HumanRightsPromotion,1,1,0,0,1,0,0,AgricProd&Productivity Food&NutritionSecurity,1,1,0,0,0,0,To change the life standard of youth in the society so that they become productive members of the society and improve individuals life.,To educate members of the society to become productive and ensure that education health and environmental development goes beyond our working area.,4823,7338,47,34,3,6,Bi_weekly,Weekly,Weekly,PA system for hire and nursery school,Entrepreneurship Finance,0,0,1,0,0,0,1,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Leadership,0,1,1,0,0,0,0,0,1,-13.4132433,33.7002492,1224.5,6.2
Central,Kasungu,TA Chulu,Chulu,North west,Chikwanda,Chikwanda,Chulu planning for a good future,Active,Yes,172,155,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies IGAs Financial_literacy Energy Digital_Skills,0,1,1,1,1,1,0,0,1,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training Research_innovation,1,1,1,1,1,1,ECD&CBCC Literacy&language VocationalskillsTraining Leadership Cultural_values Library_service ICT Guidance_councelling Inclusive_Education Schoolhealth_nutrition Schoolleadership_mangnt Bursaries_Scholars Adult_Literacy Advocacy,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Resource_centres Orphan_Care Advocacy-policyAdvocacy GBV Communityskilldev EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,0,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,Youth advancements  and  research  the  problems  the youth face in their dairy life and find ways  to overcome them.,"See youth free from poverty,  hunger, and diseases.",131163,124152,180,172,212,207,Quarterly,Monthly,Bi_weekly,Farming and Trading,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,No,Pending,Yes,No,No,Finances Capacity_Building Lack_Systems,0,1,1,1,0,0,0,0,0,-12.8227589,33.3085572,1061.1,8.3
Central,Mchinji,TA Mkanda,Mkanda,Mchinji,Mkanda,Mkanda,Mkanda Youth Organisation,Active,No,56,57,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Creative_Industries,0,0,1,1,0,0,0,1,0,0,Environment Climatechange_mit,1,1,0,0,0,0,ECD&CBCC Literacy&language IEC&Media VocationalskillsTraining Arts_craft Leadership Guidance_councelling Inclusive_Education Schoolhealth_nutrition Adult_Literacy Advocacy,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse MentalHealth PplLivngwithHIV Advocacy",1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection Elderly_care Orphan_Care GBV Adult_literacy Communityskilldev EndingChildMarriages Trad&CulturalPractices,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev Advocacy,1,1,1,1,0,1,,N/A,101,90,16,12,17,16,Bi_weekly,Weekly,Weekly,Farming,Entrepreneurship Finance,0,0,1,0,0,0,1,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-13.5152709,32.9606412,1197.3,8.8
Central,Kasungu,TA Chulu,Chulu,North west,Kathongela,Kathogela,Mntchenda Action for Change Youth Organisation,Active,Pending,35,24,Economic Climate_Change Education Health Gender&SocialP Agriculture,1,1,1,1,1,1,0,IGAs Financial_literacy Energy Tourism,0,0,0,1,1,1,0,0,0,1,Environment Climatechange_mit Capacitybuilding&training,1,1,0,0,1,0,ECD&CBCC Literacy&language IEC&Media VocationalskillsTraining Arts_craft Leadership Cultural_values Guidance_councelling Foundational_Learning Inclusive_Education Schoolhealth_nutrition Bursaries_Scholars Adult_Literacy Advocacy,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Maternal_Health SubstanceUse&Abuse MentalHealth PplLivngwithHIV WASH Advocacy",1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Elderly_care Guidance_councelling Orphan_Care Advocacy-policyAdvocacy GBV Adult_literacy EndingChildMarriages Trad&CulturalPractices Communitypolicing,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev Advocacy,1,1,1,1,0,1,"Our mission is to uplift lives of vulnerable groups,  elderly people,  youths with disabilities and orphans through innovative HIV/SRHR programs, care for noncommunicable diseases and injuries (NCDI) clients, equal access to social services and support livelihood development by high impact environmental programs",Build resilient healthy community by providing high impact prevention and restoration health and youth development and sustainable environment programs,32,33,4,2,0,0,Quarterly,Bi_weekly,Weekly,Woodlot nursery trees,Health Entrepreneurship,1,0,1,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,Finances Regulatorybody_registration ResourseMobilisationTechiniques,0,1,0,0,1,1,0,0,0,-12.7179544,33.3120014,1121,4
Central,Kasungu,TA Kaomba,Chipala,Central,Kavunguti ward,Kavunguti ward,Skills youth organisation,Active,Yes,4,3,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,IGAs,0,0,0,1,0,0,0,0,0,0,Climatechange_mit Capacitybuilding&training,0,1,0,0,1,0,ECD&CBCC VocationalskillsTraining Leadership Guidance_councelling Inclusive_Education Bursaries_Scholars Advocacy,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps SubstanceUse&Abuse SocialBehaviourChange PplLivngwithHIV",1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection Behavior_change Guidance_councelling GBV EndingChildMarriages Trad&CulturalPractices,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,0,1,1,1,1,1,1,AgricProd&Productivity Agribusiness AgricResearch&Innovation Advocacy,1,0,1,0,1,1,To Improve the living standard and creating a safe environment to the youth and also contributing effectiveness and efficiency through sustainable skills development in financial stability and results of skilled generation for our youths in the country,Promote youth governance  and child rights through coordination and accountable services delivery,9710,4835,0,0,0,1,Quarterly,Quarterly,Monthly,"Farming, Office space  rental collection",M&E Administration,0,0,0,1,0,0,0,1,0,0,No,No,No,No,No,No,No,Finances Lack_Systems Regulatorybody_registration,0,1,0,1,1,0,0,0,0,-13.0485471,33.4796667,1026.9,9.3
Central,Dowa,TA Dzoole,Mdnolera,Dowa mndorale,Dzoole,Dzoole,Dzoole youth organizations,Active,Pending,5,6,Climate_Change Education Health Agriculture,0,1,1,1,0,1,0,,,,,,,,,,,,Environment Climatechange_mit Capacitybuilding&training,1,1,0,0,1,0,ECD&CBCC Cultural_values Library_service Guidance_councelling Foundational_Learning Inclusive_Education Schoolhealth_nutrition Bursaries_Scholars Advocacy,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev Advocacy,1,1,1,1,0,1,N\a,N/a,6,6,1,1,1,0,Monthly,Bi_weekly,Monthly,Nursery school,Vocational Administration,0,0,0,0,0,1,0,1,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Leadership,0,1,1,0,0,0,0,0,1,-13.585033,33.6627122,1217.3,4.5
Central,Nkhotakota,TA Kanyenda,Nsenjere,Nkhotakota North East,Katimbira,Mphangwe,Katimbira Youth Organisation,Active,Yes,8,5,Economic Climate_Change Education Health Governance,1,1,1,1,0,0,1,IGAs Financial_literacy,0,0,0,1,1,0,0,0,0,0,Climatechange_mit ClimateJustice_advocacy,0,1,1,0,0,0,Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SRHR_YFHS SRHR_Familyplanning Maternal_Health Peer_Education SocialBehaviourChange Advocacy,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,CivicParticipation,0,1,0,0,0,0,0,,,,,,,,N/A,"An educated, Healthy, well trained, cultured, vibrant and productive youth",5303,5219,0,2,0,0,Monthly,Weekly,Weekly,Farming,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,No,No,No,Pending,Pending,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-12.7571802,34.2174077,514.3,5
South,Machinga,TA Sitola,Mtubwi,Likwenu,Kawuzu,Kawuzu,Youth Impact Organization,Active,Yes,4,2,Climate_Change Education Health Gender&SocialP Agriculture,0,1,1,1,1,1,0,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,ECD&CBCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HIV,AIDS,STIs SRHR_Fistula SRHR_YFHS SRHR_Familyplanning",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,GBV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,Food&NutritionSecurity,0,1,0,0,0,0,N/A,N/A,357,260,56,45,45,45,Annually,Monthly,Weekly,Farming,M&E Finance,0,0,0,1,0,0,1,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Access_to_Land Finances ResourseMobilisationTechiniques,1,1,0,0,0,1,0,0,0,-15.7129968559095,35.1747457463179,1072.7,14
South,Chiradzulu,STA Sandareki,Mlombezi,Chiradzulu east,Mauwa,Kamala,Titenge mbali youth organization,Active,No,22,32,Climate_Change Health Gender&SocialP Agriculture,0,1,0,1,1,1,0,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,SRHR_YFHS SRHR_Familyplanning,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,EndingChildMarriages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,Agribusiness,0,0,1,0,0,0,"Keeping the youth in school by provision of different school materials and assistance and empowering them economically through provision of vocational trainings,farming activities and VSL.",To make sure that the youth in our communities complete school and are economically empowered and also to conserve out environment,1610,2490,1,0,2,2,Bi_weekly,Weekly,Weekly,Peace work / farming,ICT Finance,0,0,0,0,1,0,1,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Lack_Systems,0,1,1,1,0,0,0,0,0,-15.6727279670621,35.2430916306579,863.8,7
South,Chiradzulu,STA Sandareki,Mlombezi,Masajala,Masauli,Masauli,Chigonjetso youth organization,Active,Pending,9,13,Economic Education Gender&SocialP Agriculture,1,0,1,0,1,1,0,IGAs,0,0,0,1,0,0,0,0,0,0,,,,,,,,Bursaries_Scholars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,Elderly_care,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Agribusiness,0,0,1,0,0,0,To make our community a better place to with educated youth who would take part in the development of the community by providing the youth with different school related assistance and vocational training in income generating activities,To promote a good quality education to youth through provision of different school related assistance and reduce early marriage and teenager pregnancies,40,27,2,0,2,0,Bi_weekly,Weekly,Weekly,Peace work/ farming / membership contribution / donor,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Access_to_Land Finances ResourseMobilisationTechiniques,1,1,0,0,0,1,0,0,0,-15.6872880735045,35.3035287857431,800.4,5.3
South,Chiradzulu,TA Mpama,Mobezi,Masanjala,Mbalame,Chikole,The Determinants Organization,Active,No,8,10,Climate_Change Education Health Gender&SocialP Governance,0,1,1,1,1,0,1,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,Arts_craft Bursaries_Scholars,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SRHR_YFHS SRHR_Familyplanning WASH,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,GBV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Advocacy&Lobbying HumanRightsPromotion Leadership,0,0,1,0,1,0,1,,,,,,,,To create a positively performing society through youth capacity building programs,To have communities that have productive youth to actively participate in development undertakings,194,161,1,1,0,0,Quarterly,Weekly,Monthly,Studio business / proposal writing,M&E Finance,0,0,0,1,0,0,1,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Lack_Systems,0,1,1,1,0,0,0,0,0,-15.7060898081443,35.1801299503696,1116.8,7.9
South,Chiradzulu,TA Likoswe,Mobezi,Chiradzulu central,Likoswe,Likoswe,Malavi youth organization,Active,No,19,21,Education Health Gender&SocialP,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,Inclusive_Education,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Gender_equality GBV,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,To create sustainable environment among the youth for a better tomorrow,"To reach young people including women and girls with information on gender ,rights and responsibilities issues",34,30,0,1,0,0,Biannually,Monthly,Weekly,Peace work,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Regulatorybody_registration,0,1,1,0,1,0,0,0,0,-15.8298944143621,35.1475331581726,939.2,13
South,Phalombe,TA Mkhumba,Naminjiwa,Phalombe Machemba,Sakhome,Muliya,Phalombe Youth Arms Organisation (PYAO),Active,Yes,7,4,Economic Climate_Change Education Health Gender&SocialP Governance,1,1,1,1,1,0,1,MSMEs Group_Economies IGAs Financial_literacy,0,1,1,1,1,0,0,0,0,0,Climatechange_mit Climatechang_adapt,0,1,0,1,0,0,VocationalskillsTraining Advocacy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRHR_YFHS Access_SRHR_Vulnerablegrps Advocacy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Gender_equality Advocacy-policyAdvocacy GBV TraffickingPersonsPrevention,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying HumanRightsPromotion,1,1,1,0,1,0,0,,,,,,,,"Invests in innovative ideas, convenes interested parties, shares its learning and advocates for change in support of young people being health, creative and fully engaged citizens","Envisions an inclusive society that values and supports full engagement of vulnerable people in civic, social, economic and environmental healthy communities",22620,27580,23,29,13,14,Quarterly,Weekly,Monthly,Farming,M&E ICT,0,0,0,1,1,0,0,0,0,0,Yes,Yes,No,Yes,Pending,No,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-15.8029180116027,35.6478517704493,759.5,5
South,Phalombe,TA Mkhumba,Naminjiwa,Phalombe south,Sakhome,Sakhome,Centre for Active youth in Development (CAYODE),Active,Yes,4,5,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Financial_literacy,0,0,0,0,1,0,0,0,0,0,Climatechange_mit Capacitybuilding&training,0,1,0,0,1,0,ECD&CBCC Literacy&language VocationalskillsTraining Bursaries_Scholars Adult_Literacy,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"HIV,AIDS,STIs SRHR_YFHS MentalHealth",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,GBV Adult_literacy,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,CivicParticipation Advocacy&Lobbying HumanRightsPromotion,0,1,1,0,1,0,0,AgricProd&Productivity,1,0,0,0,0,0,To share information and resources with young people inorder to create a community in which the youth are empowered informed and capable of making decision and health life choice,We envision the world where all people especially youth hold the power to create and have access to social economic opportunities for themselves and others,226,277,5,6,8,12,Quarterly,Monthly,Weekly,"Farming,Business,Membership contribution",Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,Yes,Yes,Yes,No,No,No,Finances ResourseMobilisationTechiniques Markets,0,1,0,0,0,1,1,0,0,-15.7983918849498,35.6347236280628,748.2,5
North,Mzimba,TA M'Mbelwa,Kazomba,Mzimba perekezi constituency,Mbale,Mbale,Mzimba Youth Organization,Active,Yes,5,4,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies IGAs,0,1,1,1,0,0,0,0,0,0,Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Research_innovation,0,1,1,1,0,1,Guidance_councelling Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Gender_equality Guidance_councelling GBV,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying Leadership,1,1,1,0,0,0,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Advocacy,1,1,1,0,0,1,"Aims at contributing to the education of the child,young people,women Empowerment and gender through a value system based,to help build a better world where people are self -fulfilled as individuals and play a constructive role in society.","An enabling environment for the realisation,respect and protection of fundamental human rights among the children,youth and women so as to develop their leadership qualities to make them active contributors within their society.",51500,62500,75,50,11,7,Quarterly,Weekly,Monthly,Farming,Entrepreneurship Administration,0,0,1,0,0,0,0,1,0,0,No,No,No,No,No,No,No,Finances Regulatorybody_registration ResourseMobilisationTechiniques,0,1,0,0,1,1,0,0,0,-11.8991324,33.59524,1296.6,4.9
North,Mzimba,TA Mabulabo,Luwerezi,Mzimba luwerezi,Malaswa,Mbiriyawaka,Muumoza Youth Organisation,Active,Yes,12,7,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies,0,0,1,0,0,0,0,0,0,0,Climatechange_mit ClimateJustice_advocacy,0,1,1,0,0,0,Guidance_councelling Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,SRHR_YFHS SRHR_Familyplanning Peer_Education Advocacy,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights GBV,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PoliticalParticipation CivicParticipation Leadership,1,1,0,0,0,0,1,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,To empower youth and women through capacity building advocacy and community engagement fostering their involvement in governance human rights health education and climate change initiatives.,"To build a just empowered and inclusive society where youth and women actively participate in governance, human rights, advocacy and sustainable development.",19,29,1,0,0,0,Quarterly,Biannually,Monthly,Farming,Finance Administration,0,0,0,0,0,0,1,1,0,0,No,No,No,No,No,No,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-12.5139688,33.7017906,1272.9,4.9
North,Mzimba,TA Mzikubola,Champhira,Mzimba perekezi,Ndhlovu,Chikumukumu Nyirenda,Kapilimakutu Youth organisation,Active,Yes,13,15,Economic Climate_Change Education Health Agriculture,1,1,1,1,0,1,0,Group_Economies IGAs,0,0,1,1,0,0,0,0,0,0,Climatechange_mit ClimateJustice_advocacy,0,1,1,0,0,0,Schoolleadership_mangnt Advocacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,SRHR_YFHS SRHR_Familyplanning,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity,1,0,0,0,0,0,To empower everyone in the world to achieve more.,To enrich the power of youth to transform themselves and their communities for better tomorrow,64,73,2,0,0,0,Quarterly,Monthly,Weekly,Business,M&E Administration,0,0,0,1,0,0,0,1,0,0,No,No,No,No,No,No,No,Finances Lack_Systems Leadership,0,1,0,1,0,0,0,0,1,-12.3289453,33.6074103,1507.3,4.8
Central,Ntchisi,TA Malenga,Chikwatula EPA,Ntchisi south constituency,Bwaduka,Saza,Ntchisi tigwirizane youth organization,Active,Yes,4,3,Education Health Gender&SocialP Agriculture Governance,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,VocationalskillsTraining Cultural_values ICT Guidance_councelling Schoolleadership_mangnt Advocacy,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV Advocacy",1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Orphan_Care Advocacy-policyAdvocacy GBV EndingChildMarriages Trad&CulturalPractices Communitypolicing,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,CivicParticipation Advocacy&Lobbying HumanRightsPromotion Networking Leadership,0,1,1,0,1,1,1,Food&NutritionSecurity Advocacy,0,1,0,0,0,1,Promote behavioral and mindset change among rule community's,Ntchisi with active and Heath young people that are actively  participating in disition making and development activities,30,56,2,1,9,13,Quarterly,Monthly,Monthly,Membership fee and morthry contribution,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,No,No,No,No,No,No,Access_to_Land Finances Capacity_Building,1,1,1,0,0,0,0,0,0,-13.3551185,33.9170657,1414.3,4.7
